n_sampled,n_bitten,n_envenom,cluster_long,cluster_lat,elevation,climate,popden,occupation,climate2,climate3,elevation1,elevation2,occupation1,occupation2,sb_logit_p
152,0,0,81.031152,6.89383,1112.917955,3,584.552,0.17,0,1,1112.917955,952.9179552,0.17,0.08,-5.720311777
168,0,0,81.085783,6.896931,1085.435532,3,269.286,0.17,0,1,1085.435532,925.4355323,0.17,0.08,-5.82008293
186,1,1,81.034482,6.873959,1049.941342,3,362.967,0.17,0,1,1049.941342,889.9413422,0.17,0.08,-4.817589774
162,0,0,81.038269,6.861806,1126.823974,3,473.143,0.17,0,1,1126.823974,966.8239739,0.17,0.08,-5.783825182
155,0,0,81.074962,6.827578,653.996637,3,158.168,0.17,0,1,653.996637,493.996637,0.17,0.08,-5.739792912
160,0,0,80.969296,6.825152,1237.770286,3,748.094,0.12,0,1,1237.770286,1077.770286,0.12,0.03,-5.771441123
160,0,0,80.913967,6.791298,1264.306896,3,559.579,0.12,0,1,1264.306896,1104.306896,0.12,0.03,-5.771441123
153,0,0,80.942813,6.774294,1359.234169,3,2175.84,0.12,0,1,1359.234169,1199.234169,0.12,0.03,-5.726847748
78,2,2,81.03837,6.762813,1171.767899,3,205.762,0.24,0,1,1171.767899,1011.767899,0.24,0.15,-3.421000009
163,1,1,81.022574,6.693548,572.8697145,1,37.18,0.24,0,0,572.8697145,412.8697145,0.24,0.15,-4.685212894
158,0,0,81.267152,7.121038,220.0553185,2,223.6426715,0.4,1,0,220.0553185,60.0553185,0.4,0.31,-5.758901774
140,0,0,81.26224,7.085659,245.598407,2,234.842,0.4,1,0,245.598407,85.59840704,0.4,0.31,-5.638354669
160,0,0,81.342593,7.06309,276.6586205,2,47.909,0.4,1,0,276.6586205,116.6586205,0.4,0.31,-5.771441123
148,1,0,81.241232,6.978786,400.5234454,2,123.248,0.4,1,0,400.5234454,240.5234454,0.4,0.31,-4.588363068
159,0,0,81.510097,7.063301,103.7966973,2,47.896,0.53,1,0,103.7966973,0,0.53,0.44,-5.765191103
152,0,0,81.526577,6.98847,114.0597475,1,98.518,0.53,0,0,114.0597475,0,0.53,0.44,-5.720311777
134,1,1,81.553637,6.974419,87.84324544,1,180.295,0.53,0,0,87.84324544,0,0.53,0.44,-4.48863637
139,1,1,81.518378,6.949961,87.42899566,1,222.228,0.53,0,0,87.42899566,0,0.53,0.44,-4.525405218
164,1,0,81.551495,6.910688,71.39634758,1,427.44,0.53,0,0,71.39634758,0,0.53,0.44,-4.691347882
154,0,0,81.51481,6.90342,98.03647424,1,91.485,0.53,0,0,98.03647424,0,0.53,0.44,-5.733341277
131,0,0,81.463357,6.918653,112.6860518,2,260.935,0.53,1,0,112.6860518,0,0.53,0.44,-5.572154032
127,2,0,81.421428,6.90492,135.7806321,2,275.118,0.53,1,0,135.7806321,0,0.53,0.44,-3.916015027
160,1,1,81.522114,6.813856,71.80303405,1,116.021,0.53,0,0,71.80303405,0,0.53,0.44,-4.666578814
136,1,1,81.293329,6.916634,222.5428494,2,269.132,0.28,1,0,222.5428494,62.54284938,0.28,0.19,-4.503506532
149,2,1,81.405579,6.862775,185.9217449,2,135.287,0.28,1,0,185.9217449,25.92174492,0.28,0.19,-4.077537444
140,0,0,81.3786,6.842293,184.1642715,2,204.58,0.28,1,0,184.1642715,24.16427152,0.28,0.19,-5.638354669
153,1,0,81.363727,6.833526,137.90816,2,365.315,0.28,1,0,137.90816,0,0.28,0.19,-4.621699488
153,2,0,81.28942,6.807154,169.3648173,2,158.286,0.28,1,0,169.3648173,9.36481728,0.28,0.19,-4.104294893
146,0,0,81.37992,6.80578,130.8321101,2,442.761,0.28,1,0,130.8321101,0,0.28,0.19,-5.680172609
137,1,0,81.408163,6.811371,142.5137371,2,193.434,0.28,1,0,142.5137371,0,0.28,0.19,-4.510859507
155,0,0,81.22413,6.89184,429.6046627,2,297.992,0.39,1,0,429.6046627,269.6046627,0.39,0.3,-5.739792912
151,0,0,81.234009,6.893799,408.1604803,2,339.178,0.39,1,0,408.1604803,248.1604803,0.39,0.3,-5.713732806
155,0,0,81.235127,6.876593,358.7473369,2,540.927,0.39,1,0,358.7473369,198.7473369,0.39,0.3,-5.739792912
147,0,0,81.151406,6.869697,771.538026,3,46.8,0.39,0,1,771.538026,611.538026,0.39,0.3,-5.686975356
149,2,1,81.127777,6.861311,1027.659686,3,91.294,0.39,0,1,1027.659686,867.6596863,0.39,0.3,-4.077537444
113,0,0,81.153052,6.840182,443.0322339,3,145.678,0.39,0,1,443.0322339,283.0322339,0.39,0.3,-5.424950017
145,2,0,81.15503,6.816765,374.5847094,2,78.043,0.39,1,0,374.5847094,214.5847094,0.39,0.3,-4.050044303
153,0,0,81.076189,6.741431,411.2219494,1,226.113,0.43,0,0,411.2219494,251.2219494,0.43,0.34,-5.726847748
147,1,1,81.157688,6.741517,201.1403059,1,230.224,0.43,0,0,201.1403059,41.14030589,0.43,0.34,-4.58156032
153,0,0,81.148682,6.48209,95.13791242,1,28.642,0.43,0,0,95.13791242,0,0.43,0.34,-5.726847748
155,1,0,81.194271,6.786961,193.5290241,2,214.334,0.31,1,0,193.5290241,33.52902414,0.31,0.22,-4.634728988
157,0,0,81.175911,6.760485,182.7756536,1,75.235,0.31,0,0,182.7756536,22.77565358,0.31,0.22,-5.752572639
159,1,0,81.186993,6.691667,165.4291192,1,125.233,0.31,0,0,165.4291192,5.42911916,0.31,0.22,-4.660289485
144,1,1,81.349248,6.611,123.1472192,1,6.045,0.31,0,0,123.1472192,0,0.31,0.22,-4.560869927
160,1,1,80.994891,6.407544,92.00398563,1,97.357,0.49,0,0,92.00398563,0,0.49,0.4,-4.666578814
160,1,0,80.886585,6.359692,51.67734746,1,250.35,0.49,0,0,51.67734746,0,0.49,0.4,-4.666578814
157,0,0,81.002801,6.352532,89.1316,1,36.359,0.49,0,0,89.1316,0,0.49,0.4,-5.752572639
151,1,0,80.279835,6.80869,40.6242628,3,448.497,0.05,0,1,40.6242628,0,0.05,0,-4.608497976
128,0,0,80.293121,6.764424,28.31110542,3,175.997,0.05,0,1,28.31110542,0,0.05,0,-5.549076085
138,0,0,80.206752,6.74223,128.1367511,3,489.683,0.05,0,1,128.1367511,0,0.05,0,-5.624017506
141,2,1,80.405734,6.77118,294.1681372,3,303.926,0.09,0,1,294.1681372,134.1681372,0.09,0,-4.021773869
126,1,0,80.586997,6.703974,640.8017027,3,402.187,0.09,0,1,640.8017027,480.8017027,0.09,0,-4.42684065
155,0,0,80.590657,6.680422,581.6564499,3,92.437,0.09,0,1,581.6564499,421.6564499,0.09,0,-5.739792912
136,0,0,80.4411,6.676417,286.8959162,3,472.684,0.09,0,1,286.8959162,126.8959162,0.09,0,-5.609471795
147,1,1,80.657696,6.728025,1005.646207,3,45.733,0.14,0,1,1005.646207,845.6462066,0.14,0.05,-4.58156032
140,1,0,80.689976,6.738573,1101.329901,3,224.737,0.14,0,1,1101.329901,941.3299012,0.14,0.05,-4.532599493
128,0,0,80.764996,6.750932,1320.613903,3,401.322,0.14,0,1,1320.613903,1160.613903,0.14,0.05,-5.549076085
148,0,0,80.822364,6.73964,900.1622973,3,222.265,0.14,0,1,900.1622973,740.1622973,0.14,0.05,-5.693732139
129,1,0,80.69369,6.707741,577.2009342,3,260.424,0.14,0,1,577.2009342,417.2009342,0.14,0.05,-4.450463796
134,0,0,80.680217,6.699929,540.0124091,3,624.492,0.14,0,1,540.0124091,380.0124091,0.14,0.05,-5.59471138
130,0,0,80.668754,6.700905,536.5903438,3,625.172,0.14,0,1,536.5903438,376.5903438,0.14,0.05,-5.564520407
139,0,0,80.69056,6.690252,541.0279721,3,965.333,0.14,0,1,541.0279721,381.0279721,0.14,0.05,-5.631211782
145,0,0,80.70906,6.690456,606.32048,3,448.695,0.14,0,1,606.32048,446.32048,0.14,0.05,-5.673323267
161,0,0,80.747953,6.684923,508.6943463,3,363.588,0.14,0,1,508.6943463,348.6943463,0.14,0.05,-5.777652323
130,2,1,80.745781,6.669901,563.6215791,3,405.084,0.14,0,1,563.6215791,403.6215791,0.14,0.05,-3.939638172
136,1,0,80.72834,6.654138,533.8054912,3,185.627,0.14,0,1,533.8054912,373.8054912,0.14,0.05,-4.503506532
148,1,1,80.60532,6.720189,904.3664447,3,210.52,0.2,0,1,904.3664447,744.3664447,0.2,0.11,-4.588363068
131,0,0,80.698454,6.646323,549.5563219,3,834.897,0.2,0,1,549.5563219,389.5563219,0.2,0.11,-5.572154032
142,4,1,80.909604,6.674985,215.4904664,2,169.913,0.2,1,0,215.4904664,55.49046643,0.2,0.11,-3.426792929
149,2,1,80.832454,6.603292,434.3515018,2,57.624,0.2,1,0,434.3515018,274.3515018,0.2,0.11,-4.077537444
127,1,1,80.701459,6.629654,486.1384294,3,619.431,0.2,0,1,486.1384294,326.1384294,0.2,0.11,-4.4347772
137,1,0,80.847346,6.57908,131.3090371,1,550.362,0.2,0,0,131.3090371,0,0.2,0.11,-4.510859507
153,2,0,80.692892,6.618881,713.1569983,3,364.642,0.2,0,1,713.1569983,553.1569983,0.2,0.11,-4.104294893
141,1,0,80.603329,6.644336,562.0291087,3,460.937,0.23,0,1,562.0291087,402.0291087,0.23,0.14,-4.539742381
147,2,0,80.623289,6.607594,167.0702121,3,499.256,0.23,0,1,167.0702121,7.070212125,0.23,0.14,-4.063885355
145,3,0,80.507509,6.653261,202.5361038,3,521.0998057,0.07,0,1,202.5361038,42.53610375,0.07,0,-3.706579031
143,0,0,80.406464,6.665387,56.81419895,3,4098.64,0.07,0,1,56.81419895,0,0.07,0,-5.659482216
122,1,1,80.506804,6.636344,144.389241,3,465.005,0.07,0,1,144.389241,0,0.07,0,-4.394449155
138,0,0,80.580592,6.606782,183.4138255,3,772.819,0.07,0,1,183.4138255,23.41382548,0.07,0,-5.624017506
116,0,0,80.287137,6.634796,332.366849,3,216.125,0.1,0,1,332.366849,172.366849,0.1,0.01,-5.451038454
152,0,0,80.293287,6.646575,119.4632334,3,266.337,0.1,0,1,119.4632334,0,0.1,0.01,-5.720311777
146,1,0,80.362888,6.514308,273.8900765,3,245.003,0.17,0,1,273.8900765,113.8900765,0.17,0.08,-4.574710979
122,1,1,80.38858,6.504345,242.8224733,3,328.606,0.17,0,1,242.8224733,82.82247328,0.17,0.08,-4.394449155
133,1,1,80.39613,6.485105,355.2277598,3,298.55,0.17,0,1,355.2277598,195.2277598,0.17,0.08,-4.481117537
123,3,1,80.427963,6.469997,305.3308559,3,131.848,0.17,0,1,305.3308559,145.3308559,0.17,0.08,-3.538886784
122,2,0,80.456888,6.430748,381.4063848,3,105.467,0.17,0,1,381.4063848,221.4063848,0.17,0.08,-3.875359021
134,1,0,80.462633,6.628454,123.103803,3,364.829,0.08,0,1,123.103803,0,0.08,0,-4.48863637
133,1,0,80.448482,6.580934,78.80094768,3,707.392,0.08,0,1,78.80094768,0,0.08,0,-4.481117537
151,1,0,80.476318,6.513165,410.0495892,3,64.533,0.08,0,1,410.0495892,250.0495892,0.08,0,-4.608497976
135,2,1,80.612724,6.525411,259.0501602,3,2919.59,0.08,0,1,259.0501602,99.05016015,0.08,0,-3.977810746
155,1,0,80.655056,6.489645,263.7593097,3,480.494,0.08,0,1,263.7593097,103.7593097,0.08,0,-4.634728988
131,1,0,80.646469,6.493329,243.3133179,3,1029.25,0.08,0,1,243.3133179,83.31331794,0.08,0,-4.465908119
151,3,3,80.674764,6.478457,311.3813763,3,820.804,0.08,0,1,311.3813763,151.3813763,0.08,0,-3.74782199
150,2,1,80.75311,6.576203,308.5614545,2,120.394,0.51,1,0,308.5614545,148.5614545,0.51,0.42,-4.084294226
150,2,1,80.779706,6.564442,194.1864942,2,151.422,0.51,1,0,194.1864942,34.18649423,0.51,0.42,-4.084294226
154,1,1,80.757315,6.550402,331.8675467,2,60.539,0.51,1,0,331.8675467,171.8675467,0.51,0.42,-4.628235459
171,4,2,80.702717,6.516037,205.9335867,3,230.032,0.51,0,1,205.9335867,45.93358675,0.51,0.42,-3.616905954
146,2,1,80.748776,6.471513,206.0319535,2,257.733,0.26,1,0,206.0319535,46.03195346,0.26,0.17,-4.056988776
139,0,0,80.835838,6.378792,73.92329551,1,555.724,0.26,0,0,73.92329551,0,0.26,0.17,-5.631211782
176,1,1,80.874885,6.338433,63.61812,1,367.614,0.26,0,0,63.61812,0,0.26,0.17,-4.762173935
143,1,1,80.768398,6.312109,168.7527698,2,276.102,0.26,1,0,168.7527698,8.75276975,0.26,0.17,-4.553876892
176,0,0,80.914485,6.281472,42.90649741,1,268.615,0.26,0,0,42.90649741,0,0.26,0.17,-5.866468057
132,1,1,80.631177,6.444203,884.2952418,3,325.823,0.3,0,1,884.2952418,724.2952418,0.3,0.21,-4.473541744
171,1,1,80.703295,6.441256,605.1085884,3,468.447,0.3,0,1,605.1085884,445.1085884,0.3,0.21,-4.733270189
142,0,0,80.711884,6.427967,495.3812221,2,891.632,0.3,1,0,495.3812221,335.3812221,0.3,0.21,-5.65248918
161,3,1,80.697182,6.371398,315.5077377,3,306.902,0.3,0,1,315.5077377,155.5077377,0.3,0.21,-3.812991625
172,2,1,80.674881,6.344766,526.6117353,3,270.666,0.3,0,1,526.6117353,366.6117353,0.3,0.21,-4.222444565
130,1,0,80.685546,6.318237,443.7529209,3,927.5737505,0.3,0,1,443.7529209,283.7529209,0.3,0.21,-4.458215773
132,2,0,80.696182,6.327361,441.4237475,3,554.383,0.3,0,1,441.4237475,281.4237475,0.3,0.21,-3.955082495
156,0,0,80.423531,7.27484,194.9925498,3,291.2,0.04,0,1,194.9925498,34.99254982,0.04,0,-5.746203191
167,1,0,80.423211,7.240294,289.6721093,3,747.829,0.04,0,1,289.6721093,129.6721093,0.04,0,-4.709530201
189,0,0,80.444348,7.245357,218.2196866,3,4291.95,0.04,0,1,218.2196866,58.21968658,0.04,0,-5.937536205
150,2,0,80.521491,7.168337,310.9688518,3,1063.208824,0.04,0,1,310.9688518,150.9688518,0.04,0,-4.084294226
272,0,0,80.509803,7.175023,271.2803377,3,5000,0.04,0,1,271.2803377,111.2803377,0.04,0,-6.300785795
157,0,0,80.515112,7.172861,282.6421595,3,1378.61,0.04,0,1,282.6421595,122.6421595,0.04,0,-5.752572639
111,0,0,80.520584,7.160155,353.5654422,3,298.262,0.04,0,1,353.5654422,193.5654422,0.04,0,-5.407171771
146,1,0,80.434625,7.208065,281.224919,3,728.948,0.08,0,1,281.224919,121.224919,0.08,0,-4.574710979
156,0,0,80.448925,7.220836,228.4329872,3,1658.43,0.08,0,1,228.4329872,68.4329872,0.08,0,-5.746203191
165,2,1,80.452121,7.201005,256.2644258,3,1063.44,0.08,0,1,256.2644258,96.26442578,0.08,0,-4.180522258
144,0,0,80.412405,7.198982,457.0469804,3,323.5266718,0.08,0,1,457.0469804,297.0469804,0.08,0,-5.666426688
145,0,0,80.427998,7.173585,295.9494743,3,835.717,0.08,0,1,295.9494743,135.9494743,0.08,0,-5.673323267
167,1,0,80.458748,7.185496,254.2200211,3,1312.21,0.08,0,1,254.2200211,94.22002115,0.08,0,-4.709530201
151,0,0,80.451082,7.153626,413.0781604,3,409.699,0.08,0,1,413.0781604,253.0781604,0.08,0,-5.713732806
169,1,0,80.446803,7.133807,550.9296142,3,634.842,0.08,0,1,550.9296142,390.9296142,0.08,0,-4.721470642
132,0,0,80.469625,7.129221,433.8614656,3,481.511,0.08,0,1,433.8614656,273.8614656,0.08,0,-5.579729826
141,0,0,80.504117,7.146514,354.9712714,3,372.202,0.08,0,1,354.9712714,194.9712714,0.08,0,-5.645446898
140,0,0,80.498735,7.137216,550.3892012,3,344.707,0.08,0,1,550.3892012,390.3892012,0.08,0,-5.638354669
153,0,0,80.378112,7.276691,136.5685091,3,522.507,0.05,0,1,136.5685091,0,0.05,0,-5.726847748
164,1,1,80.392641,7.284124,116.133133,3,511.732,0.05,0,1,116.133133,0,0.05,0,-4.691347882
139,1,1,80.350473,7.262108,270.5286501,3,1778.86,0.05,0,1,270.5286501,110.5286501,0.05,0,-4.525405218
170,0,0,80.322936,7.250466,205.1679292,3,872.887,0.05,0,1,205.1679292,45.1679292,0.05,0,-5.831882477
159,0,0,80.322956,7.240995,226.6821251,3,716.69,0.05,0,1,226.6821251,66.68212512,0.05,0,-5.765191103
153,0,0,80.350551,7.249331,199.0703913,3,527.35,0.05,0,1,199.0703913,39.07039132,0.05,0,-5.726847748
157,0,0,80.381596,7.239927,255.2846314,3,524.627,0.05,0,1,255.2846314,95.28463142,0.05,0,-5.752572639
163,0,0,80.371434,7.211933,225.3015443,3,474.591,0.05,0,1,225.3015443,65.30154432,0.05,0,-5.789960171
151,3,1,80.365626,7.14078,267.9475014,3,847.725,0.05,0,1,267.9475014,107.9475014,0.05,0,-3.74782199
151,1,0,80.307269,7.262633,201.9254292,3,401.189,0.05,0,1,201.9254292,41.92542916,0.05,0,-4.608497976
144,1,0,80.271804,7.194883,101.2111746,3,596.285,0.05,0,1,101.2111746,0,0.05,0,-4.560869927
154,1,0,80.309179,7.161661,249.269671,3,513.769,0.05,0,1,249.269671,89.26967102,0.05,0,-4.628235459
122,0,0,80.238494,7.277805,184.156232,3,1089.24,0.06,0,1,184.156232,24.15623197,0.06,0,-5.501258211
149,0,0,80.214336,7.233301,129.5082565,3,479.6440996,0.06,0,1,129.5082565,0,0.06,0,-5.700443573
172,0,0,80.247998,7.164861,179.5876752,3,1097.5,0.06,0,1,179.5876752,19.5876752,0.06,0,-5.843544417
180,1,0,80.262178,7.160635,135.0509582,3,996.076,0.06,0,1,135.0509582,0,0.06,0,-4.7847101
144,1,0,80.196016,7.087699,114.9151357,3,236.706,0.05,0,1,114.9151357,0,0.05,0,-4.560869927
168,0,0,80.226464,7.027241,91.60824403,3,208.56,0.05,0,1,91.60824403,0,0.05,0,-5.82008293
163,1,0,80.357735,7.080424,466.6169238,3,100.697,0.1,0,1,466.6169238,306.6169238,0.1,0.01,-4.685212894
163,1,0,80.289048,7.08092,80.58632691,3,585.465,0.1,0,1,80.58632691,0,0.1,0.01,-4.685212894
171,1,0,80.283996,7.02674,64.14170112,3,1273.39,0.04,0,1,64.14170112,0,0.04,0,-4.733270189
151,0,0,80.311129,7.036144,83.63091403,3,290.998,0.04,0,1,83.63091403,0,0.04,0,-5.713732806
149,0,0,80.327743,7.003672,156.601788,3,643.647,0.04,0,1,156.601788,0,0.04,0,-5.700443573
146,0,0,80.266148,6.970428,95.58288824,3,1102.24,0.04,0,1,95.58288824,0,0.04,0,-5.680172609
151,1,1,80.233095,6.998411,93.31853895,3,474.558,0.04,0,1,93.31853895,0,0.04,0,-4.608497976
183,0,0,80.456568,6.889772,622.6204274,3,99.47,0.12,0,1,622.6204274,462.6204274,0.12,0.03,-5.905361848
161,2,0,80.368768,6.875304,250.2083741,3,206.104,0.12,0,1,250.2083741,90.20837412,0.12,0.03,-4.15575319
