"","x","y","Bungarus_caeruleus.AI.model","Bungarus_ceylonicus.AI.model","Daboia_russellii.AI.model","Echis_carinatus.PPM.model","Hypnale_spp.AI.model","Naja_naja.AI.model","Trimeresurus_trigonocephalus.AI.model","Sum","Agressiv","Severity","Agr.Sev","hum.pop","envenomings","bites","land.cover"
"129",429332.570567719,765046.488324056,1.13070625085143e-07,3.60138374556337e-11,1.9125723538238e-07,2.72153804492525e-08,2.1976071185037e-07,1.2909127189431e-07,1.15944637668619e-07,7.96375876167531e-07,5.56712025554628e-06,5.24585513745889e-06,3.26661732693688e-05,330.830068238459,0.00252223757484718,0.00361091937536462,1
"130",433927.570567719,765046.488324056,1.6200886010509e-07,3.14746995014412e-11,1.69819842632535e-07,7.03877080787674e-08,2.01259111154428e-07,9.52619186866954e-08,9.6231206836439e-08,7.95000122193456e-07,5.45277296275403e-06,5.32316804193177e-06,3.17237212736242e-05,346.621361544902,0.00250647813847287,0.00346501730247199,1
"131",438522.570567719,765046.488324056,1.47680679241091e-07,3.74884566748876e-11,1.37410673284322e-07,7.75566897093238e-08,1.54554649522964e-07,7.13136523167179e-08,6.90401243952365e-08,6.5759395692633e-07,4.48660663349132e-06,4.48491245449881e-06,2.64412396654967e-05,844.721097683015,0.00245297960463854,0.00325248916329858,2
"132",443117.570567719,765046.488324056,1.97081697184132e-07,2.05466273250861e-11,1.75918398070962e-07,1.47129799232815e-07,1.76741369539712e-07,9.10143461707591e-08,6.72583149174955e-08,8.55164471743201e-07,5.89886443364733e-06,5.97348130023249e-06,3.56283095015079e-05,1072.19667395613,0.0024386884488304,0.00318595789300034,2
"133",447712.570567719,765046.488324056,2.12978522373675e-07,2.89072489327526e-11,1.8002426771524e-07,3.56950596192007e-07,1.68565595259906e-07,3.4289917572039e-07,2.62848374732449e-08,1.2877319019834e-06,8.99354691167876e-06,9.67604333479537e-06,5.88689664154385e-05,1163.96886699219,0.00242844861717662,0.00302566526803415,3
"134",452307.570567719,765046.488324056,2.48599197227861e-07,2.82588767517482e-11,2.12377164965361e-07,3.81983781494455e-07,1.54844751243388e-07,4.98270981807991e-07,5.41777193940884e-09,1.50152190755522e-06,1.00883908411102e-05,1.19726269619215e-05,7.0653027064614e-05,1930.75723113971,0.00242336216314385,0.00320496256328391,3
"135",456902.570567719,765046.488324056,2.46343002885396e-07,2.05199377438227e-11,1.81911861574235e-07,3.69989651582969e-07,1.18816194882854e-07,3.14855277183668e-07,7.3038362927158e-09,1.23924034433958e-06,8.45415928663528e-06,9.64500729466656e-06,5.7330569485598e-05,4461.18533810823,0.00208867145223347,0.00290804684448304,3
"136",461497.570567719,765046.488324056,2.62702189779418e-07,8.40896672294465e-12,2.09305690113126e-07,4.34667779769526e-07,1.24642776988537e-07,4.50443619737229e-07,5.59581661563335e-09,1.48736628197019e-06,1.00787568753911e-05,1.17774621323938e-05,7.00270112789933e-05,4528.45962615673,0.00235393325614161,0.00311400017733778,3
"137",466092.570567719,765046.488324056,2.64216673429019e-07,6.41333776653353e-12,2.29688779107562e-07,3.94057278141347e-07,1.4544216409007e-07,5.28195476023896e-07,4.90194962399215e-09,1.56650873375365e-06,1.04313334932339e-05,1.26325882515834e-05,7.41648142592712e-05,2183.01835600492,0.00236748217999217,0.00312861891532961,3
"138",470687.570567719,765046.488324056,2.71962439235551e-07,6.50358683329825e-12,2.47453847634915e-07,4.34067128018967e-07,1.64566793969811e-07,6.17091345578302e-07,3.71108481445059e-09,1.73885914283883e-06,1.16176246198033e-05,1.40328884671747e-05,8.27528156392171e-05,4457.24558084173,0.00234813604725733,0.00318793510497892,2
"139",475282.570567719,765046.488324056,2.71494967840624e-07,1.04668277829136e-11,1.92177795010906e-07,2.75847156339104e-07,1.41727637181788e-07,3.18571250268462e-07,8.91653053475272e-09,1.20874580400342e-06,7.90252613235603e-06,9.63588002325339e-06,5.48304762550033e-05,3391.35142945922,0.00240920716221631,0.00350168202546805,3
"140",479877.570567719,765046.488324056,2.3383754532702e-07,5.17470146051656e-12,1.43132907748367e-07,7.82176612645902e-08,1.59116383624536e-07,7.57513670679444e-08,5.07453368631117e-08,7.40806376597029e-07,4.66931283275209e-06,5.44645274250759e-06,2.89038502199658e-05,2078.34965474767,0.00233982142459636,0.00355051363623389,3
"141",484472.570567719,765046.488324056,2.20555696817115e-07,4.78016865185834e-12,1.53513355360957e-07,2.5505731415798e-08,1.69427008200884e-07,1.28207518601542e-07,4.77912056318086e-08,7.45005296196757e-07,4.54633523965592e-06,5.70641439679611e-06,2.97474501475897e-05,1081.00967064159,0.0024008938225747,0.00383688472104885,3
"142",489067.570567719,765046.488324056,7.7009710164333e-08,2.21797908950836e-12,5.0066219614564e-08,0,5.77800274292883e-08,2.69703750443995e-08,1.90688950740814e-08,2.30897445305756e-07,1.38161691518364e-06,1.73289420538581e-06,8.74184689778579e-06,420.112941888143,0.00235260423642773,0.00317797078931341,1
"144",424737.570567719,760436.488324056,1.49429729701112e-07,2.84983063081161e-11,1.66591570316399e-07,3.88460583977679e-08,1.75811199820686e-07,9.25193637257848e-08,7.91770012331661e-08,7.02403421501223e-07,4.71585192845218e-06,4.8865325131801e-06,2.86338743105944e-05,439.473136031394,0.00244576582566172,0.00334735098452355,1
"145",429332.570567719,760436.488324056,1.11608438269073e-07,4.85896659652228e-11,1.83322405256092e-07,5.17544523348512e-08,2.19942138723894e-07,1.17842027802517e-07,1.21115527274007e-07,8.056335793264e-07,5.72271392149693e-06,5.16792881505642e-06,3.27032284147578e-05,584.610980635651,0.00249136012117649,0.00343486672421678,1
"146",433927.570567719,760436.488324056,1.16014364337502e-07,5.20138966857012e-11,1.66509334320608e-07,7.65259419721609e-08,2.00429874031016e-07,9.80285450591367e-08,1.05150657625508e-07,7.62710731242618e-07,5.45476024821706e-06,4.89511256571869e-06,3.1013078689614e-05,535.186260267119,0.00250978602908311,0.00339394712856857,1
"147",438522.570567719,760436.488324056,2.29298689813362e-07,4.44833716845179e-11,1.24949053548207e-07,6.79965534433613e-08,1.31622914789631e-07,1.00415751491667e-07,2.07586304534768e-08,6.75086076911389e-07,4.08105951389318e-06,5.30268992428838e-06,2.70761973870018e-05,455.62039299772,0.00242238363403146,0.00321706674710731,3
"148",443117.570567719,760436.488324056,1.54465265467252e-07,5.78608984726572e-11,1.64829393245469e-07,7.25336204709937e-08,1.93123168568121e-07,9.09985511388101e-08,8.69026332006584e-08,7.62910492989777e-07,5.26059998308588e-06,5.13245094876003e-06,3.07679548147051e-05,1147.23895066643,0.00247318568178551,0.00340205296883788,1
"149",447712.570567719,760436.488324056,2.40584111299569e-07,5.24154839811556e-11,1.5690248011957e-07,1.59731131987861e-07,1.49125950699158e-07,2.20827173991189e-07,1.44951878694455e-08,9.41718451450774e-07,6.01611830308249e-06,7.44419050884932e-06,4.09530697375407e-05,1695.23478509957,0.0024346244377424,0.00332544414944799,3
"150",452307.570567719,760436.488324056,2.05815728016034e-07,3.55832870628644e-11,1.32218005655105e-07,2.44756598766216e-07,1.22689574277857e-07,1.1380152620255e-07,1.93606878445829e-08,8.38677704049408e-07,5.82904457308095e-06,6.12992083611676e-06,3.64188684494412e-05,3347.53923522018,0.00236167853195286,0.00322006109303815,3
"151",456902.570567719,760436.488324056,2.4699599743272e-07,2.2901910009805e-11,1.8148780611682e-07,2.14993667757568e-07,1.56489018410255e-07,2.42814654272117e-07,1.39766113682604e-08,1.05678065726775e-06,6.95867714695839e-06,8.27162560270353e-06,4.71281197791016e-05,13114.8434992817,0.00217830963067039,0.00311364876948572,3
"152",461497.570567719,760436.488324056,2.48039233596842e-07,6.31808436813005e-12,1.73606444775487e-07,2.71934088136305e-07,1.26091072916168e-07,2.13210969102207e-07,9.57913386112619e-09,1.0424672604725e-06,6.98871760268447e-06,8.09615244888019e-06,4.69468232873969e-05,9551.05339566827,0.00240054323125743,0.00321705780476865,3
"153",466092.570567719,760436.488324056,2.34102868201802e-07,2.69165676651929e-11,1.5050647061976e-07,2.89312050982815e-07,1.34501180859559e-07,9.51354967027029e-08,3.05691657265239e-08,9.34154149660828e-07,6.56950921422575e-06,6.67835048413858e-06,4.01636719837153e-05,4111.16629906913,0.00245398594136449,0.00328174609958393,3
"154",470687.570567719,760436.488324056,2.27788294893116e-07,1.2803666709759e-11,1.49354387080081e-07,2.88960048777653e-07,1.5791134622134e-07,7.8436099948398e-08,4.99615961657707e-08,9.52424576753069e-07,6.81108851682013e-06,6.52441173460111e-06,3.99111623008733e-05,5082.29897782865,0.00263501020420748,0.00366304661880299,1
"156",479877.570567719,760436.488324056,2.6917341422461e-07,5.70982571933189e-12,1.31865447894342e-07,8.03911142377434e-08,1.33418786685269e-07,7.06159304364462e-08,2.24365991896569e-08,7.07907002493787e-07,4.21907437797997e-06,5.54125355424536e-06,2.76202966437022e-05,3373.05543772732,0.00250098853783607,0.00382440105174316,3
"157",484472.570567719,760436.488324056,2.6358202109833e-07,5.62342144692311e-12,1.302257357505e-07,1.0641745223916e-07,1.23882601732461e-07,6.9797558233109e-08,1.84088351784517e-08,7.12319827653459e-07,4.33141689357458e-06,5.55825328660549e-06,2.83274371028791e-05,1389.98369328822,0.0024521638357868,0.00393343708802776,3
"158",489067.570567719,760436.488324056,2.25765430794667e-07,7.05520334536892e-12,1.21265382846403e-07,2.94134614442498e-08,1.35612361784609e-07,5.75525742618765e-08,3.51540835608066e-08,6.04770349895957e-07,3.57060658452672e-06,4.6349629071988e-06,2.28442069358484e-05,2492.04260898939,0.00238788560848323,0.00384906858308853,1
"161",424737.570567719,755826.488324056,6.5856353259619e-08,8.172201576475e-12,5.11294575566978e-08,2.24203126064637e-08,4.80984727602163e-08,5.04397792422395e-08,8.93799004253459e-09,2.46890537669347e-07,1.5517712293076e-06,1.93967259395683e-06,1.05471521072408e-05,307.545095874762,0.00234686074229698,0.00201695907161114,3
"162",429332.570567719,755826.488324056,1.63706882272407e-07,3.69381117490061e-11,1.08457275826979e-07,5.58521815463564e-08,1.23802027074404e-07,5.63135449382912e-08,3.71907406815364e-08,5.45359590451724e-07,3.49636316426068e-06,3.9730041411308e-06,2.14965806732777e-05,849.300425996677,0.00237273282515298,0.0031583072524546,1
"163",433927.570567719,755826.488324056,1.5352084292708e-07,4.73715814838793e-11,1.61644146290385e-07,5.63504414796689e-08,1.79242539255497e-07,8.31914493959474e-08,6.99268552784016e-08,7.03923646208464e-07,4.79169041376053e-06,4.8734447823922e-06,2.87763541307034e-05,1181.82253954429,0.00247452492613448,0.00333771117879155,2
"164",438522.570567719,755826.488324056,2.0391893018612e-07,5.09780375464869e-11,1.44230579257609e-07,1.59337078142752e-07,1.53933814805995e-07,7.02702045440873e-08,4.75086591178453e-08,7.79250244091955e-07,5.33084537938564e-06,5.49070241450322e-06,3.20007652579355e-05,576.237436178586,0.00243143594076705,0.00331196396989571,3
"165",443117.570567719,755826.488324056,1.63569358502258e-07,6.52047307749155e-11,1.42718467044389e-07,5.34998041146206e-08,1.61794920128244e-07,8.12278259099131e-08,6.56188226810794e-08,6.6849440311128e-07,4.4217509661551e-06,4.69431116551227e-06,2.66734586220645e-05,1154.35597914817,0.00253524652060443,0.00389881493536835,3
"166",447712.570567719,755826.488324056,2.01445642389331e-07,1.96621485199888e-11,1.41350269711182e-07,2.23953189493198e-07,1.43912212813291e-07,1.02393279965973e-07,3.58194598149009e-08,8.48893716336396e-07,5.9392502864008e-06,6.03941058787083e-06,3.61867376624131e-05,1718.54003093393,0.00254941299822723,0.00388424352012621,3
"167",452307.570567719,755826.488324056,1.96590302259381e-07,2.40601009235853e-11,1.74027952049016e-07,1.37194256788487e-07,1.86918122979662e-07,9.66572428762191e-08,7.37058531430357e-08,8.65117790196724e-07,5.95207341193261e-06,5.99342707887985e-06,3.55966366016015e-05,1337.73307273408,0.00264624567231434,0.0038923763381337,1
"168",456902.570567719,755826.488324056,2.07107886840419e-07,3.90791168752868e-11,1.32527016249995e-07,2.9800449163897e-07,1.48189877036131e-07,6.58382880436292e-08,3.99238594128715e-08,8.91630498338891e-07,6.50514926624406e-06,6.02963865122529e-06,3.76220882796678e-05,2279.7457541121,0.00260448189895163,0.00380187635418,1
"170",466092.570567719,755826.488324056,1.88787834698445e-07,8.1492435615913e-12,1.77839840853622e-07,9.18279465245142e-08,1.80802202098818e-07,9.33486642429315e-08,6.67340119830939e-08,7.99348649644986e-07,5.39375142481597e-06,5.66812524128772e-06,3.30863261279296e-05,463.297920822703,0.00270824173227006,0.00324873294172223,1
"171",470687.570567719,755826.488324056,1.83786702301347e-07,1.7130150786358e-11,1.90023056845234e-07,9.90450866322767e-08,2.16333523983536e-07,1.1289151036209e-07,1.00901899613426e-07,9.02998909888697e-07,6.21143004516449e-06,6.11231190132e-06,3.65699968620585e-05,87.7865227190515,0.00275384727252572,0.00391434820633576,1
"172",475282.570567719,755826.488324056,1.84477622067192e-07,2.39188503191648e-11,2.01914900355149e-07,1.05754757784293e-07,2.29982045851784e-07,1.2264606408241e-07,1.11451937123697e-07,9.56251246114844e-07,6.6236083453409e-06,6.42079691715122e-06,3.88311977498898e-05,126.527759243268,0.00271445657604772,0.00413791003833258,1
"174",484472.570567719,755826.488324056,1.79133132327536e-07,1.55235896972259e-11,1.88714671889301e-07,9.05818307861406e-08,2.17339467534217e-07,1.15135166511848e-07,1.00238874145564e-07,8.91158666784303e-07,6.12432122399537e-06,6.03515137386274e-06,3.60874587693911e-05,616.185132750279,0.00269814914922467,0.00418806692402426,1
"175",489067.570567719,755826.488324056,2.26013435966621e-07,1.41386847433804e-11,1.50764922768332e-07,5.61914456631563e-08,1.71741530330394e-07,8.32934455852197e-08,6.42467500311383e-08,7.52265669029604e-07,4.73943788081307e-06,5.46128799938726e-06,2.90935749001638e-05,1003.41758675989,0.00268532657231245,0.00418091123971202,1
"176",493662.570567719,755826.488324056,2.04894631039565e-07,6.86210926948393e-12,1.40316578356448e-07,1.64684892389744e-08,1.13742826712837e-07,6.8831480626308e-08,2.41727933780744e-08,5.68433661461476e-07,3.32363607395808e-06,4.58823924102736e-06,2.31456075653175e-05,899.583669408394,0.00211798248905055,0.00361713586601185,2
"179",429332.570567719,751216.488324056,1.37372586195283e-07,3.18583061407335e-11,1.17861491233384e-07,6.43994539917259e-08,1.09590377217472e-07,6.07125407725562e-08,3.17486917034149e-08,5.21716999419978e-07,3.45162212673903e-06,3.84230185838811e-06,2.19104928105966e-05,4480.72236153984,0.00219926001423025,0.00275202729156543,1
"181",438522.570567719,751216.488324056,1.30645835483278e-07,7.95226662568971e-11,1.99781389653708e-07,7.67869826057144e-08,2.25470651038506e-07,1.42876324105146e-07,1.08871769821661e-07,8.84512475374271e-07,6.24981088676038e-06,5.90304935504964e-06,3.69967385942529e-05,377.801916955702,0.00252204239357673,0.00401061986757136,1
"182",443117.570567719,751216.488324056,1.19825269706553e-07,1.3974778539233e-10,2.00901972391421e-07,6.46086171229854e-08,2.30151924185407e-07,1.35327509198646e-07,1.22828032522726e-07,8.7378307291313e-07,6.20821722054337e-06,5.69827188151399e-06,3.61083929000788e-05,189.433057480881,0.00268288179093144,0.00500872344323437,1
"183",447712.570567719,751216.488324056,1.79207946260362e-07,9.25946628670560e-11,1.81088566142407e-07,1.27624867396481e-07,2.09383357541171e-07,9.5405967348583e-08,9.51614186894822e-08,8.87964718041353e-07,6.22529761457917e-06,5.91938657243759e-06,3.60761811388537e-05,182.148965065048,0.00279527218853698,0.0051284930765841,1
"184",452307.570567719,751216.488324056,1.97136691415523e-07,1.00738017618429e-10,1.57351373264447e-07,8.23929797721945e-08,1.74163745203515e-07,8.37743703296923e-08,6.34670417332117e-08,7.58386939736202e-07,5.01842645876907e-06,5.38155490647753e-06,3.04459331812415e-05,145.020183372744,0.00274183485803349,0.00497353795333288,1
"185",456902.570567719,751216.488324056,1.93523786773397e-07,1.93110755047931e-11,1.70359442108747e-07,9.99392365530483e-08,1.93030904815927e-07,8.73855454663897e-08,6.94174342452669e-08,8.13675661038282e-07,5.53307616798558e-06,5.66108718569868e-06,3.30730950658441e-05,116.599225225468,0.00285425317823052,0.00481980859164912,1
"186",461497.570567719,751216.488324056,1.88541800838493e-07,1.65796413192443e-11,1.72866687186968e-07,1.51743739074117e-07,1.90946603417785e-07,1.01392406470779e-07,7.39890602674542e-08,8.79496876896916e-07,6.1378334976917e-06,6.03372230726699e-06,3.64294765295236e-05,164.710312603068,0.00279954232999133,0.00348864797197825,1
"187",466092.570567719,751216.488324056,1.95178709194721e-07,2.20373164500271e-11,1.58567057040315e-07,6.53615584988998e-08,1.70818913236559e-07,9.0863111701367e-08,6.65704715796522e-08,7.47381858567964e-07,4.87445901736775e-06,5.35214415631236e-06,2.99243828568722e-05,121.826463271066,0.00270708252439768,0.00332370322281139,1
"188",470687.570567719,751216.488324056,1.93119254365826e-07,4.22475931056423e-11,1.97065996410117e-07,5.93008185889587e-08,2.23823722667049e-07,1.10488662885544e-07,1.00465712637998e-07,8.84306415148599e-07,5.94929173042148e-06,6.07560258612986e-06,3.54350673056216e-05,80.6735032272488,0.00285008342685191,0.00400440731857808,1
"189",475282.570567719,751216.488324056,1.84339036923831e-07,2.05118595855225e-11,2.13459228071144e-07,4.27911831524241e-08,2.3928748715818e-07,1.33134854696237e-07,1.1068863003949e-07,9.23720931900892e-07,6.22696516710057e-06,6.35204332278413e-06,3.74027823901794e-05,63.4775334638835,0.00281289998147371,0.00421911488375898,1
"190",479877.570567719,751216.488324056,1.75213158204457e-07,4.75618329578509e-11,2.15264526204351e-07,6.68177577711759e-08,2.4185877567362e-07,1.49199380850007e-07,1.12799491969184e-07,9.61200652505753e-07,6.58214927838978e-06,6.56971087876365e-06,3.94593180318496e-05,683.889450968633,0.00275778681947262,0.00421668708436161,1
"191",484472.570567719,751216.488324056,1.78414130136417e-07,2.2004164386847e-11,2.16200892744212e-07,4.57720712998544e-08,2.42218746393519e-07,1.46515654275703e-07,1.15402174705181e-07,9.44545673719273e-07,6.39135690293425e-06,6.4824455835922e-06,3.84379357827237e-05,536.871603565105,0.00284926890776119,0.00435660353299126,1
"192",489067.570567719,751216.488324056,2.26457706808958e-07,2.44215636483001e-11,2.31346454437897e-07,5.49362319246516e-08,2.63474877471026e-07,1.36463273792131e-07,1.23939689400387e-07,1.0366426553987e-06,6.9137770700045e-06,7.13196404746307e-06,4.12549744532197e-05,282.900186817225,0.00283991390335445,0.00442201474779411,1
"193",493662.570567719,751216.488324056,1.69668137761647e-07,1.31956076382563e-11,1.04601482142641e-07,3.13653995831498e-08,1.07595814702321e-07,5.07476156652586e-08,3.17089784984681e-08,4.95700623961124e-07,3.00976542044388e-06,3.76162773229303e-06,1.92853923572015e-05,118.406059167204,0.00244401599799974,0.00378749399524305,3
"197",429332.570567719,746606.488324056,1.31135660996762e-07,5.10880571787803e-11,1.46619940188941e-07,7.62054983560745e-08,1.50852928371137e-07,8.65852389786426e-08,5.89510582571506e-08,6.50401413205886e-07,4.49249874327046e-06,4.53645661736618e-06,2.73716503830352e-05,2164.84485752493,0.00243014258464452,0.00282351536712243,2
"198",433927.570567719,746606.488324056,1.24807912227354e-07,1.05156465132761e-10,1.94855146684603e-07,1.19159291156468e-07,2.18237449445269e-07,1.43175477473889e-07,1.07925001158193e-07,9.08265434610908e-07,6.54595695473263e-06,5.98787073378612e-06,3.83970334657917e-05,1750.43460122006,0.00252957801723305,0.0033979885145212,1
"199",438522.570567719,746606.488324056,1.11644904432495e-07,1.36783171920084e-10,2.08624757913611e-07,4.66878202209919e-08,2.36020301080941e-07,1.48968197777322e-07,1.28057897175182e-07,8.80140661772464e-07,6.23269424030284e-06,5.76330433447645e-06,3.6556003868853e-05,329.500736310875,0.00272229517658263,0.00470339388932032,1
"200",443117.570567719,746606.488324056,1.55086164355112e-07,1.0580331223772e-10,1.90923891363326e-07,6.7605268494475e-08,2.13324069076037e-07,1.12279621267142e-07,9.44361022159335e-08,8.33760920084263e-07,5.7749773582655e-06,5.65638945489459e-06,3.43372758029482e-05,207.7677883979,0.00270456253843582,0.00524828131006511,1
